txn_id,ts,payer_user_id,payer_vpa,payee_name,payee_vpa,mcc,amount_inr,currency,txn_type,status,rrn,failure_reason,device_os,city_tier
UPI68776444064855,2025-12-12 18:44:10,USR000738,selvi66@ibl,Flipkart,675@okhdfcbank,4814,272.3,INR,P2M,SUCCESS,557161638907,,Android,T1
UPI81928623374969,2025-04-29 05:38:00,USR000738,selvi25@okaxis,Aanya Nair,861@okstatebank,5732,230.83,INR,P2P,SUCCESS,652692084097,,Android,T1
UPI38763916419735,2025-06-10 16:19:28,USR000738,selvi48@okaxis,Ola,113@okaxis,5411,46974.79,INR,P2M,SUCCESS,819493512394,,Android,T1
UPI53287070190890,2025-01-08 04:51:34,USR000738,selvi11@upi,Reliance Jio,912@ybl,5311,3808.6,INR,P2M,SUCCESS,995268916409,,Android,T1
UPI72472095279415,2025-07-11 17:34:47,USR000738,selvi87@ybl,Decathlon,886@ibl,5814,172.41,INR,P2M,SUCCESS,815092732852,,Android,T1
UPI27814102150030,2025-04-14 01:09:51,USR000738,selvi74@okstatebank,BMTC,736@okicici,4814,3963.1,INR,P2M,SUCCESS,303475008144,,Android,T1
UPI94824238275592,2025-11-12 21:55:46,USR000738,selvi17@ybl,Aditya Lakshman,336@ibl,6011,339.88,INR,P2P,SUCCESS,727891891132,,Android,T1
UPI83260712859225,2025-08-03 08:26:02,USR000738,selvi33@ibl,Ananya Venkatesh,283@apl,5814,17079.08,INR,P2P,SUCCESS,173937225479,,Android,T1
UPI63330035694288,2025-09-08 06:54:12,USR000738,selvi1@paytm,SBI Card,951@okhdfcbank,4814,43012.28,INR,P2M,SUCCESS,463062824465,,Android,T1
UPI53003575218297,2025-01-25 16:05:13,USR000738,selvi68@ibl,BSE,937@okaxis,5912,304.46,INR,BillPay,SUCCESS,382420164193,,Android,T1
UPI39226659421865,2025-12-25 02:30:47,USR000738,selvi55@okstatebank,Apollo Pharmacy,783@paytm,5411,319.61,INR,P2M,SUCCESS,518624315436,,Android,T1
UPI54290742837918,2025-06-28 20:20:53,USR000738,selvi19@upi,Swiggy,196@ibl,5814,68.7,INR,Recharge,SUCCESS,956783737330,,Android,T1
UPI86423422923880,2025-03-10 02:24:09,USR000738,selvi94@apl,Kavitha Gill,549@okstatebank,5311,6912.59,INR,P2P,SUCCESS,115458090574,,Android,T1
UPI75458091323262,2025-04-28 01:07:02,USR000738,selvi98@upi,PolicyBazaar,480@okaxis,5814,45329.03,INR,P2M,SUCCESS,590743095610,,Android,T1
UPI94937873581481,2025-10-11 03:30:36,USR000738,selvi86@apl,Reliance Jio,612@ibl,5814,76.38,INR,P2M,SUCCESS,583721386119,,Android,T1
UPI69348728746583,2025-10-15 15:27:12,USR000738,selvi99@upi,INDmoney,199@okhdfcbank,5411,1135.36,INR,Recharge,SUCCESS,126005748010,,Android,T1
UPI42981540398298,2025-04-27 17:19:09,USR000943,mahesh97@apl,Swiggy,254@upi,5732,44097.09,INR,P2M,SUCCESS,931142378793,,Android,T1
UPI73823816112101,2025-03-06 05:55:42,USR000943,mahesh91@okstatebank,IRCTC,982@okhdfcbank,5411,72.54,INR,P2M,SUCCESS,182214049909,,Android,T1
UPI16713607371854,2025-12-16 00:23:37,USR000943,mahesh4@upi,Croma,565@okicici,4814,2803.43,INR,P2M,FAILURE,980813844292,BENE_BANK_TIMEOUT,Android,T1
UPI30377241305854,2025-03-26 19:12:23,USR000943,mahesh26@okhdfcbank,PolicyBazaar,261@paytm,5411,2482.05,INR,BillPay,SUCCESS,780763797969,,Android,T1
UPI53917911256211,2025-10-15 04:11:17,USR000943,mahesh6@ibl,Ola,368@okicici,5732,13233.43,INR,P2M,SUCCESS,114801119473,,Android,T1
UPI34443157885465,2025-07-01 06:33:49,USR000943,mahesh15@okaxis,HP Gas,257@apl,5732,297.53,INR,P2M,SUCCESS,736479011703,,Android,T1
UPI92013013065591,2025-01-12 11:53:44,USR000943,mahesh8@okhdfcbank,Decathlon,646@okaxis,5812,4475.15,INR,P2M,SUCCESS,849549465062,,Android,T1
UPI44669580111391,2025-02-07 07:08:20,USR000943,mahesh44@paytm,Zerodha,469@ibl,6300,3891.25,INR,P2M,SUCCESS,635346461215,,Android,T1
UPI69264780400306,2025-07-10 11:07:59,USR000943,mahesh77@okhdfcbank,Gauri Pillai,724@upi,4814,445.12,INR,P2P,SUCCESS,732389180525,,Android,T1
UPI98179248707045,2025-05-30 20:43:28,USR000943,mahesh97@okhdfcbank,IRCTC,765@okaxis,6011,109533.96,INR,P2M,FAILURE,215333069513,INSUFFICIENT_BALANCE,Android,T1
UPI46225625438573,2025-10-16 16:41:29,USR000943,mahesh94@upi,Aaradhya Bhat,308@okaxis,6011,461.39,INR,P2P,SUCCESS,502653678160,,Android,T1
UPI15833622391647,2025-09-16 12:36:57,USR000943,mahesh83@okaxis,Siddharth Shah,564@ibl,5912,18873.19,INR,P2P,SUCCESS,297548585960,,Android,T1
UPI54197534139754,2025-12-21 20:39:05,USR000943,mahesh73@ibl,Reliance Jio,403@okhdfcbank,5411,333.55,INR,P2M,SUCCESS,317190333844,,Android,T1
UPI66136518780055,2025-10-06 23:22:30,USR000943,mahesh66@apl,IRCTC,967@paytm,6300,63.25,INR,Recharge,SUCCESS,473469855491,,Android,T1
UPI33405361258968,2025-04-20 12:45:02,USR000943,mahesh5@okicici,Ola,978@okaxis,6300,2966.07,INR,P2M,SUCCESS,757621999924,,Android,T1
UPI58259235800560,2025-04-17 06:32:52,USR000943,mahesh69@apl,Siddharth Jain,794@ibl,4111,101.81,INR,P2P,FAILURE,698065821547,UPI_PIN_BLOCKED,Android,T1
UPI22184338441989,2025-04-20 07:42:25,USR000943,mahesh26@ibl,Jaya Kumar,413@upi,5912,462.92,INR,P2P,SUCCESS,943416440756,,Android,T1
UPI89339541010114,2025-01-24 03:23:00,USR000943,mahesh93@okhdfcbank,SBI Card,235@apl,5311,211.49,INR,P2M,SUCCESS,128657936520,,Android,T1
UPI28719051340222,2025-06-07 11:13:46,USR000943,mahesh18@ibl,Tata Power,831@upi,5732,289.16,INR,P2M,SUCCESS,565707762999,,Android,T1
UPI33141637525468,2025-02-26 09:16:50,USR000943,mahesh39@apl,Ola,713@okstatebank,5411,389.26,INR,P2M,SUCCESS,621208422346,,Android,T1
UPI82832572908720,2025-01-29 08:04:43,USR000943,mahesh45@okhdfcbank,Myntra,322@paytm,4111,8751.47,INR,P2M,SUCCESS,358068373561,,Android,T1
UPI73441615493131,2025-09-15 03:03:59,USR000943,mahesh3@okaxis,Bhavesh Bose,708@ibl,5814,45536.9,INR,P2P,SUCCESS,115648458600,,Android,T1
UPI24713963616850,2025-07-22 09:43:58,USR000943,mahesh64@ibl,Isha Kulkarni,633@apl,6300,54.23,INR,P2P,SUCCESS,939173472020,,Android,T1
UPI64341201899886,2025-01-31 12:24:40,USR000943,mahesh61@okicici,HDFC Life Premium,430@okhdfcbank,6300,29.74,INR,BillPay,SUCCESS,237382375176,,Android,T1
UPI58208882947592,2025-05-04 11:43:21,USR000943,mahesh45@okstatebank,Sanjana Das,268@okstatebank,5912,50.25,INR,P2P,SUCCESS,487505963201,,Android,T1
UPI71646122247836,2025-04-24 04:43:45,USR000943,mahesh93@okaxis,Airtel,644@upi,5411,4284.58,INR,P2M,SUCCESS,282705634962,,Android,T1
UPI98661503822452,2025-12-20 06:06:13,USR000943,mahesh66@paytm,HP Gas,143@okicici,5311,159.76,INR,P2M,SUCCESS,463760937669,,Android,T1
UPI60301802618463,2025-09-05 17:21:44,USR000943,mahesh74@upi,Meera Shetty,774@okstatebank,5732,4003.0,INR,P2P,SUCCESS,870515175464,,Android,T1
UPI70505350205948,2025-10-06 11:39:05,USR000784,rahul81@upi,Nykaa,306@paytm,4814,486.41,INR,BillPay,SUCCESS,794053075033,,Web-Desktop,T1
UPI43599471263450,2025-03-27 19:19:29,USR000784,rahul28@okstatebank,INDmoney,272@paytm,4814,373.21,INR,P2M,SUCCESS,928887940795,,Web-Desktop,T1
UPI22857464477240,2025-10-28 20:54:22,USR000784,rahul7@okicici,Amazon,156@apl,6300,127.66,INR,Recharge,SUCCESS,533564801195,,Web-Desktop,T1
UPI80962927631442,2025-03-10 23:32:49,USR000784,rahul30@apl,Zerodha,633@ibl,5814,355.65,INR,Recharge,SUCCESS,629378867894,,Web-Desktop,T1
UPI61890719650190,2025-08-25 21:07:39,USR000784,rahul44@apl,IRCTC,150@okhdfcbank,5411,68.88,INR,P2M,FAILURE,441278067770,LIMIT_EXCEEDED,Web-Desktop,T1
UPI38017683560097,2025-07-15 19:44:27,USR000784,rahul39@upi,Flipkart,791@apl,4814,362.99,INR,P2M,SUCCESS,881152190477,,Web-Desktop,T1
UPI11461596627590,2025-12-02 18:11:15,USR000784,rahul53@okaxis,RedBus,174@okstatebank,5912,2807.29,INR,Recharge,SUCCESS,234906141969,,Web-Desktop,T1
UPI85501257352578,2025-04-19 03:42:53,USR000784,rahul59@okhdfcbank,Riya Agarwal,668@upi,4111,449.94,INR,P2P,SUCCESS,780897351096,,Web-Desktop,T1
UPI27876788533588,2025-11-07 18:52:18,USR000784,rahul85@okicici,Zerodha,549@apl,5411,1307.09,INR,P2M,SUCCESS,365198628971,,Web-Desktop,T1
UPI20091050467870,2025-03-17 10:08:46,USR000784,rahul24@okaxis,Dmart,559@ibl,4814,49438.49,INR,P2M,SUCCESS,306993984834,,Web-Desktop,T1
UPI37373950795422,2025-03-05 09:59:59,USR000784,rahul33@ibl,RedBus,867@okstatebank,5812,2744.19,INR,P2M,SUCCESS,734486128063,,Web-Desktop,T1
UPI13437652401907,2025-02-26 07:34:04,USR000784,rahul35@ybl,NSE,502@paytm,5812,128.25,INR,P2M,SUCCESS,633648691108,,Web-Desktop,T1
UPI16040493526328,2025-01-23 15:06:10,USR000784,rahul33@okaxis,BMTC,508@upi,5814,95.86,INR,P2M,SUCCESS,612191389633,,Web-Desktop,T1
UPI59026438719674,2025-07-31 14:34:30,USR000784,rahul34@okstatebank,INDmoney,996@upi,6011,3948.25,INR,BillPay,SUCCESS,609950658452,,Web-Desktop,T1
UPI49546070978686,2025-01-18 03:38:32,USR000784,rahul18@ybl,Airtel,708@ybl,5411,3230.46,INR,P2M,SUCCESS,444294191482,,Web-Desktop,T1
UPI54003418190131,2025-06-26 08:09:26,USR000784,rahul75@okaxis,Saanvi Chatterjee,173@apl,5411,471.87,INR,P2P,SUCCESS,101597325201,,Web-Desktop,T1
UPI62895691203926,2025-04-27 09:27:14,USR000784,rahul52@ybl,Ravi Gill,687@apl,4814,24943.07,INR,P2P,SUCCESS,662048521723,,Web-Desktop,T1
UPI87255541923898,2025-02-19 10:49:25,USR000784,rahul55@apl,BESCOM,775@okaxis,4814,142.32,INR,BillPay,SUCCESS,884407182687,,Web-Desktop,T1
UPI95726902258994,2025-09-11 20:04:03,USR000784,rahul43@okicici,HP Gas,642@okhdfcbank,6300,900.24,INR,P2M,SUCCESS,386421839180,,Web-Desktop,T1
UPI76753549397579,2025-07-11 05:24:42,USR000784,rahul61@ibl,Swiggy,828@ybl,4111,32229.36,INR,P2M,SUCCESS,281902723945,,Web-Desktop,T1
UPI37859618086572,2025-03-26 13:20:35,USR000784,rahul27@ibl,Aisha Pillai,741@okhdfcbank,5912,251.96,INR,P2P,SUCCESS,123722517012,,Web-Desktop,T1
UPI24430356184517,2025-08-22 22:03:17,USR000784,rahul44@apl,Pranesh Chatterjee,297@ybl,5311,410.58,INR,P2P,SUCCESS,281969083017,,Web-Desktop,T1
UPI48530487692259,2025-07-11 06:51:27,USR000784,rahul71@paytm,BMTC,459@okhdfcbank,5411,3310.47,INR,P2M,SUCCESS,869999295476,,Web-Desktop,T1
UPI13016777521026,2025-04-13 04:34:29,USR000784,rahul94@okstatebank,HP Gas,768@paytm,4814,481.68,INR,P2M,FAILURE,296711528959,LIMIT_EXCEEDED,Web-Desktop,T1
UPI87411593178186,2025-05-10 14:24:21,USR000784,rahul61@paytm,Zara Desai,432@apl,6300,482.01,INR,P2P,SUCCESS,881395679646,,Web-Desktop,T1
UPI91707621859548,2025-01-23 16:41:21,USR000784,rahul14@okicici,Ola,517@paytm,4111,390.23,INR,P2M,SUCCESS,970031663494,,Web-Desktop,T1
UPI74480966021700,2025-07-25 12:59:00,USR000784,rahul7@ybl,Zerodha,726@upi,5411,172.67,INR,P2M,SUCCESS,460252484692,,Web-Desktop,T1
UPI93489298058227,2025-09-01 15:14:45,USR000784,rahul67@upi,Apollo Pharmacy,172@paytm,6011,442.27,INR,P2M,SUCCESS,126691021439,,Web-Desktop,T1
UPI88398171075589,2025-09-28 20:28:11,USR000784,rahul7@okicici,BigBasket,954@okicici,5812,157.37,INR,P2M,FAILURE,632358934882,BENE_BANK_TIMEOUT,Web-Desktop,T1
UPI72978746089790,2025-06-21 17:19:01,USR000784,rahul51@okicici,Amazon,659@okaxis,5411,44377.28,INR,P2M,SUCCESS,846510999366,,Web-Desktop,T1
UPI23589182488861,2025-03-20 11:19:11,USR000020,riya81@ybl,Croma,625@okaxis,4814,27.47,INR,P2M,SUCCESS,325972243801,,Android,T1
UPI99161454777903,2025-09-02 13:09:04,USR000020,riya43@ybl,Uber,420@okhdfcbank,5912,70.2,INR,P2M,SUCCESS,896659893714,,Android,T1
UPI90167890691674,2025-10-03 10:49:03,USR000020,riya80@apl,Swiggy,511@ibl,4814,458.31,INR,P2M,SUCCESS,389684822543,,Android,T1
UPI64857671433705,2025-08-17 11:39:42,USR000020,riya52@okhdfcbank,IRCTC,509@paytm,4111,224.79,INR,BillPay,SUCCESS,870639961419,,Android,T1
UPI82983016834308,2025-08-26 05:31:17,USR000020,riya8@okstatebank,Uber,115@ybl,6300,137.18,INR,P2M,SUCCESS,867415248454,,Android,T1
UPI81823046007476,2025-10-14 19:38:36,USR000020,riya13@okicici,Deepika Sharma,755@upi,4111,395.14,INR,P2P,SUCCESS,223684694308,,Android,T1
UPI55007644332434,2025-01-12 10:52:59,USR000020,riya52@okaxis,Petrol Pump-IOC,501@okstatebank,5814,420.25,INR,BillPay,SUCCESS,932514534755,,Android,T1
UPI10621326679190,2025-07-04 20:16:29,USR000020,riya59@ibl,Swiggy,571@apl,4814,98.1,INR,P2M,SUCCESS,224726080260,,Android,T1
UPI79164822237410,2025-08-14 11:18:58,USR000020,riya12@okaxis,Yash Verma,200@ybl,5411,300.82,INR,P2P,FAILURE,883464789636,LIMIT_EXCEEDED,Android,T1
UPI85730542587408,2025-07-07 20:09:24,USR000020,riya54@okaxis,NSE,716@upi,5814,141415.07,INR,P2M,SUCCESS,887143248147,,Android,T1
UPI30859706631862,2025-01-18 13:39:49,USR000020,riya31@apl,Zerodha,506@okicici,5912,1773.08,INR,Recharge,FAILURE,686844113877,VPA_INVALID,Android,T1
UPI56037614395946,2025-01-19 22:32:21,USR000020,riya69@ybl,Petrol Pump-HPCL,784@paytm,4814,4131.18,INR,P2M,SUCCESS,568329326873,,Android,T1
UPI13278400361499,2025-01-16 16:03:45,USR000020,riya61@okicici,Bhavesh Krishnan,753@okaxis,6011,390.31,INR,P2P,FAILURE,638292798435,LIMIT_EXCEEDED,Android,T1
UPI29924322038145,2025-02-18 17:58:51,USR000020,riya15@upi,Amazon,636@okaxis,5411,4900.86,INR,P2M,SUCCESS,874246414185,,Android,T1
UPI49328574322561,2025-12-28 16:01:27,USR000084,asma58@okaxis,BigBasket,738@ibl,6300,402.38,INR,Recharge,SUCCESS,799129746861,,iOS,T3
UPI94379553831226,2025-03-07 22:37:40,USR000084,asma99@ibl,Dmart,746@ybl,5812,379.71,INR,P2M,SUCCESS,273857210462,,iOS,T3
UPI57151815738114,2025-08-09 01:54:38,USR000084,asma16@ibl,Reliance Jio,404@paytm,5732,61.5,INR,P2M,SUCCESS,250102167558,,iOS,T3
UPI90972329545697,2025-05-30 04:20:06,USR000084,asma44@okstatebank,RedBus,798@apl,4111,240.96,INR,P2M,SUCCESS,875935933435,,iOS,T3
UPI39540507019678,2025-09-09 07:19:24,USR000084,asma43@ibl,BSE,367@apl,5912,132.2,INR,P2M,SUCCESS,180992704825,,iOS,T3
UPI92908358154883,2025-11-29 16:57:00,USR000084,asma36@okhdfcbank,HP Gas,382@upi,5814,21283.89,INR,P2M,SUCCESS,137974366215,,iOS,T3
UPI35284134019675,2025-02-02 09:05:08,USR000084,asma62@okstatebank,RedBus,587@okicici,5814,453.55,INR,P2M,SUCCESS,789930647604,,iOS,T3
UPI94323247486944,2025-11-22 02:51:59,USR000084,asma80@paytm,Tata Power,913@paytm,5411,255.07,INR,P2M,SUCCESS,622990185668,,iOS,T3
UPI45331815128307,2025-05-14 06:08:08,USR000084,asma58@ibl,IRCTC,551@ibl,5812,345.18,INR,P2M,SUCCESS,271557861064,,iOS,T3
UPI19447872579953,2025-12-15 16:04:04,USR000084,asma30@ybl,Dmart,594@ibl,5411,330.48,INR,P2M,FAILURE,785775107814,VPA_INVALID,iOS,T3
UPI12196231343350,2025-11-20 15:48:33,USR000084,asma35@okhdfcbank,Flipkart,361@apl,4814,4891.41,INR,BillPay,SUCCESS,798291646936,,iOS,T3
UPI80400628599124,2025-06-19 10:20:58,USR000084,asma44@okaxis,Tata Power,183@ybl,5411,477.71,INR,P2M,SUCCESS,136962667993,,iOS,T3
UPI32656276688007,2025-10-05 16:04:18,USR000084,asma59@okicici,Zomato,513@okicici,5411,334.19,INR,P2M,PENDING,933563966706,,iOS,T3
UPI52250007409625,2025-06-13 17:39:25,USR000084,asma73@apl,Salma Mitra,456@ibl,4111,3584.78,INR,P2P,SUCCESS,257190438223,,iOS,T3
UPI96159170630725,2025-12-05 00:36:47,USR000084,asma21@upi,Chandran Chatterjee,291@okicici,5912,495.21,INR,P2P,SUCCESS,216568890035,,iOS,T3
UPI74320697910015,2025-12-16 06:36:03,USR000084,asma64@okicici,BMTC,291@okhdfcbank,6011,485.28,INR,BillPay,SUCCESS,478617093463,,iOS,T3
UPI71739158652678,2025-08-16 10:42:21,USR000084,asma49@apl,Zomato,409@upi,4111,3675.35,INR,P2M,SUCCESS,968919414314,,iOS,T3
UPI73827381431982,2025-09-02 13:51:20,USR000084,asma44@paytm,Decathlon,540@okhdfcbank,5814,27001.66,INR,Recharge,SUCCESS,869227833317,,iOS,T3
UPI15280289780978,2025-05-22 05:04:12,USR000084,asma86@okaxis,HDFC Life Premium,630@upi,5912,167.35,INR,P2M,SUCCESS,744024210370,,iOS,T3
UPI50787507023991,2025-08-30 09:00:26,USR000084,asma56@okhdfcbank,Dmart,937@ibl,5411,4800.65,INR,P2M,SUCCESS,769982935688,,iOS,T3
UPI96405056481749,2025-01-29 23:04:30,USR000084,asma24@ybl,Ola,315@apl,5912,325.25,INR,P2M,SUCCESS,228558905248,,iOS,T3
UPI42258860381710,2025-10-24 22:24:46,USR000084,asma28@apl,Selvi Bhattacharya,974@okhdfcbank,5311,3655.67,INR,P2P,SUCCESS,157665871786,,iOS,T3
UPI15596877648359,2025-07-27 19:46:49,USR000084,asma70@paytm,Suresh Joshi,596@okicici,5732,3796.73,INR,P2P,SUCCESS,922082288969,,iOS,T3
UPI61350544220516,2025-03-09 03:41:53,USR000084,asma35@okstatebank,Petrol Pump-HPCL,598@paytm,5411,4303.31,INR,P2M,SUCCESS,348759865058,,iOS,T3
UPI76662944299986,2025-06-17 23:52:57,USR000084,asma62@okaxis,Amazon,977@paytm,5311,163.84,INR,P2M,SUCCESS,409993230085,,iOS,T3
UPI25024330470167,2025-10-19 19:49:31,USR000084,asma67@apl,Rohan Venkatesh,833@paytm,6011,559.56,INR,P2P,SUCCESS,155104217539,,iOS,T3
UPI95995411181867,2025-02-28 13:42:03,USR000084,asma32@paytm,Nykaa,623@ibl,5912,236.28,INR,P2M,SUCCESS,428848345781,,iOS,T3
UPI36228298921676,2025-05-03 20:58:15,USR000084,asma58@ibl,Airtel,111@okaxis,5912,428.08,INR,P2M,SUCCESS,943661189430,,iOS,T3
UPI44594650475829,2025-03-12 04:57:19,USR000084,asma43@okaxis,Murugan Iyengar,926@okaxis,5912,28329.35,INR,P2P,SUCCESS,601485228986,,iOS,T3
UPI62088380644114,2025-02-24 15:05:51,USR000084,asma8@okaxis,Asma Sen,466@paytm,5814,48388.13,INR,P2P,SUCCESS,424752152039,,iOS,T3
UPI32908838918864,2025-11-26 17:27:59,USR000084,asma24@paytm,Tata Power,451@okicici,5411,246.99,INR,BillPay,SUCCESS,199339498465,,iOS,T3
UPI76588387277333,2025-09-03 18:18:21,USR000084,asma71@paytm,HP Gas,936@upi,5912,4137.95,INR,P2M,FAILURE,108032002141,BANK_DOWN,iOS,T3
UPI39862924147798,2025-07-07 04:32:21,USR000084,asma87@apl,Indane Gas,584@ibl,6300,1234.91,INR,BillPay,SUCCESS,880121359961,,iOS,T3
UPI42900516982647,2025-04-27 12:42:25,USR000084,asma45@okhdfcbank,Flipkart,228@okhdfcbank,6300,3091.29,INR,P2M,SUCCESS,987357496568,,iOS,T3
UPI48790764915917,2025-03-19 06:07:14,USR000084,asma68@apl,Trisha Dubey,524@okaxis,6300,149428.49,INR,P2P,SUCCESS,142554629457,,iOS,T3
UPI75336942219126,2025-11-15 23:19:31,USR000084,asma73@apl,Amazon,533@okaxis,4111,3716.49,INR,BillPay,SUCCESS,577137447396,,iOS,T3
UPI68114236437009,2025-06-08 22:53:53,USR000084,asma81@okicici,Karthik Reddy,963@okstatebank,5411,45087.11,INR,P2P,FAILURE,461485408567,LIMIT_EXCEEDED,iOS,T3
UPI59389821537450,2025-08-01 09:03:44,USR000084,asma67@ybl,Aaradhya Joshi,312@paytm,5812,3705.06,INR,P2P,SUCCESS,576039980390,,iOS,T3
UPI73358282741519,2025-12-01 04:56:07,USR000559,lakshmi98@ybl,Lakshmi Singh,911@okaxis,5411,60.32,INR,P2P,SUCCESS,509942997926,,iOS,T2
UPI57644708739406,2025-12-31 10:08:36,USR000559,lakshmi13@ybl,Amazon,783@upi,4111,4288.94,INR,Recharge,SUCCESS,230592338767,,iOS,T2
UPI74949826911744,2025-11-15 02:07:21,USR000559,lakshmi10@ibl,Ola,228@okicici,6011,2779.47,INR,P2M,SUCCESS,713668030825,,iOS,T2
UPI11273382991195,2025-11-13 01:45:52,USR000559,lakshmi35@paytm,Myntra,950@okhdfcbank,5732,441.37,INR,P2M,SUCCESS,606097335055,,iOS,T2
UPI81965139839551,2025-04-14 11:13:07,USR000559,lakshmi28@okaxis,Mahesh Hegde,181@okicici,5912,55.81,INR,P2P,SUCCESS,507369010428,,iOS,T2
UPI76808092489962,2025-04-30 09:35:15,USR000559,lakshmi36@okaxis,Petrol Pump-HPCL,408@paytm,6300,748.97,INR,P2M,SUCCESS,890146795120,,iOS,T2
UPI15844974000618,2025-06-11 11:39:03,USR000559,lakshmi97@okhdfcbank,Rahul Padmanabhan,491@okstatebank,5812,92.81,INR,P2P,SUCCESS,173470749726,,iOS,T2
UPI83482407201588,2025-11-20 05:48:33,USR000559,lakshmi95@upi,Flipkart,216@okhdfcbank,5812,28090.71,INR,Recharge,SUCCESS,458871599593,,iOS,T2
UPI76578220278417,2025-09-16 14:01:10,USR000559,lakshmi8@okicici,Riya Mehta,441@paytm,6300,1569.7,INR,P2P,SUCCESS,968741795227,,iOS,T2
UPI27116762731244,2025-05-14 10:59:13,USR000559,lakshmi68@paytm,Airtel,201@okhdfcbank,5411,3712.97,INR,P2M,SUCCESS,866978830919,,iOS,T2
UPI25192722530496,2025-11-16 09:38:15,USR000559,lakshmi89@ybl,Dmart,166@okaxis,6011,3961.43,INR,P2M,SUCCESS,796520118207,,iOS,T2
UPI11372412376950,2025-09-20 19:37:54,USR000559,lakshmi12@apl,Mahesh Lakshman,894@okhdfcbank,5411,173.82,INR,P2P,PENDING,631292572628,,iOS,T2
UPI37505856718285,2025-07-31 07:46:09,USR000559,lakshmi86@okstatebank,Local Kirana,361@okhdfcbank,5814,3667.9,INR,P2M,SUCCESS,254286941958,,iOS,T2
UPI26043086914368,2025-11-17 07:37:23,USR000559,lakshmi4@ibl,Swati Kamat,925@paytm,4111,301.46,INR,P2P,SUCCESS,511995970049,,iOS,T2
UPI44784121309629,2025-09-05 15:16:37,USR000559,lakshmi48@okicici,INDmoney,697@apl,5912,255.23,INR,Recharge,SUCCESS,118537451914,,iOS,T2
UPI76766971542990,2025-05-07 03:41:53,USR000559,lakshmi45@okaxis,Ola,220@okicici,5814,4025.88,INR,BillPay,SUCCESS,600252157986,,iOS,T2
UPI72328528407798,2025-07-09 03:50:20,USR000559,lakshmi87@okicici,Local Kirana,559@okhdfcbank,5311,4547.73,INR,BillPay,SUCCESS,856946058547,,iOS,T2
UPI26978097970403,2025-06-05 16:53:30,USR000559,lakshmi78@okicici,Decathlon,300@okicici,6300,4382.85,INR,P2M,SUCCESS,796493071109,,iOS,T2
UPI17101747289247,2025-11-04 20:56:41,USR000858,aisha22@upi,Sachin Mishra,263@upi,5912,2232.24,INR,P2P,FAILURE,357184087907,INSUFFICIENT_BALANCE,Android,T2
UPI99829094946412,2025-11-14 07:28:41,USR000858,aisha79@okicici,Zomato,292@paytm,5411,475.62,INR,P2M,SUCCESS,452323001553,,Android,T2
UPI94596620177231,2025-08-08 15:00:48,USR000858,aisha84@okstatebank,Amazon,196@paytm,5411,35113.28,INR,P2M,PENDING,851338482211,,Android,T2
UPI30373293403978,2025-05-10 12:17:33,USR000858,aisha3@ybl,SBI Card,258@okicici,5411,458.99,INR,P2M,PENDING,576970831065,,Android,T2
UPI41917433735059,2025-08-31 01:41:59,USR000858,aisha25@okhdfcbank,INDmoney,237@ybl,5411,1967.92,INR,P2M,SUCCESS,593677691170,,Android,T2
UPI62410372256046,2025-09-11 11:12:18,USR000858,aisha26@upi,Nykaa,529@ibl,6300,420.01,INR,P2M,SUCCESS,201294668007,,Android,T2
UPI25283405046906,2025-02-16 02:07:56,USR000858,aisha80@okhdfcbank,BSE,286@paytm,5812,1960.57,INR,P2M,SUCCESS,769714057789,,Android,T2
UPI35061033599646,2025-12-21 13:08:11,USR000858,aisha16@okhdfcbank,Reliance Jio,712@paytm,4814,466.14,INR,P2M,SUCCESS,185095583510,,Android,T2
UPI60416786247266,2025-01-05 14:02:51,USR000675,aditya83@okstatebank,BMTC,377@okaxis,6011,119.56,INR,P2M,SUCCESS,849127261967,,Android,T3
UPI48272335262137,2025-08-13 19:54:49,USR000675,aditya15@okaxis,BigBasket,457@apl,6011,220.92,INR,P2M,SUCCESS,363229996576,,Android,T3
UPI41991484172358,2025-09-16 22:08:00,USR000675,aditya29@ibl,BlinkIt,803@upi,5812,1675.18,INR,Recharge,SUCCESS,951324792503,,Android,T3
UPI99708524418250,2025-02-14 18:26:45,USR000675,aditya4@okstatebank,Ola,182@ibl,4814,1806.49,INR,P2M,SUCCESS,416539514335,,Android,T3
UPI38323196813187,2025-07-06 09:20:24,USR000675,aditya78@upi,BSNL,689@okhdfcbank,5311,529.0,INR,P2M,SUCCESS,283040458988,,Android,T3
UPI40760221525500,2025-05-07 05:52:35,USR000675,aditya12@okstatebank,Myntra,198@upi,5732,20813.91,INR,P2M,SUCCESS,530334392566,,Android,T3
UPI26912989407785,2025-05-09 08:27:00,USR000675,aditya2@paytm,Yash Murthy,208@ybl,5912,372.71,INR,P2P,SUCCESS,672114727659,,Android,T3
UPI42910015050498,2025-02-07 01:05:50,USR000675,aditya61@paytm,INDmoney,323@ybl,6300,461.54,INR,P2M,SUCCESS,869776817202,,Android,T3
UPI51280859188806,2025-07-19 12:03:31,USR000675,aditya19@ibl,Ananya Singh,313@okaxis,6011,320.79,INR,P2P,SUCCESS,514227937966,,Android,T3
UPI11371604800659,2025-04-03 09:21:45,USR000675,aditya2@okaxis,Jaya Khan,946@okstatebank,6300,2606.13,INR,P2P,SUCCESS,929401489211,,Android,T3
