user_id,pan,fy,income_head,deductor_name,deductor_tan,gross_amount_inr,tds_amount_inr,section,quarter,date_of_credit
USR000835,AWMPW2952L,2024-25,FD_INTEREST,Reliance Industries,BLOR45456E,74147.64,7414.76,194A,Q3,2024-04-18
USR000910,RGRPK2900N,2024-25,RENT,Self,CHEN54307E,331437.6,33143.76,194I,Q2,2024-12-09
USR000910,RGRPK2900N,2024-25,SALARY,TechSoft Solutions,HYDR54083D,1611398.84,161139.88,192,Q1,2025-02-28
USR000802,XVMPE3379C,2024-25,RENT,Reliance Industries,DELI51826C,145310.4,14531.04,194I,Q2,2024-05-31
USR000802,XVMPE3379C,2024-25,SB_INTEREST,Self,DELI41826A,1856.66,185.67,194A,Q4,2024-04-30
USR000089,JHBPE2250G,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,DELI15947B,94947.39,9494.74,194,Q3,2024-05-26
USR000813,XJPPS6240O,2024-25,PROFESSIONAL_FEE,SBI,CHEN90906D,118537.39,11853.74,194J,Q4,2024-05-23
USR000115,FIHPI9918U,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,CHEN50208E,202705.13,20270.51,194J,Q4,2024-10-22
USR000115,FIHPI9918U,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,DELI73800C,23136.03,2313.6,194,Q4,2024-09-02
USR000115,FIHPI9918U,2024-25,EQUITY_DIVIDEND,HDFC Bank,BLOR35956A,99329.85,9932.99,194,Q3,2024-04-20
USR000115,FIHPI9918U,2024-25,SB_INTEREST,Self,CHEN62189A,999.16,99.92,194A,Q1,2024-12-20
USR000115,FIHPI9918U,2024-25,SALARY,TechSoft Solutions,BLOR21687E,1087889.17,108788.92,192,Q1,2025-02-24
USR000899,CYPPX6329C,2024-25,SB_INTEREST,Self,HYDR67256E,7300.09,730.01,194A,Q2,2024-09-20
USR000040,KVMPB3131J,2024-25,SB_INTEREST,HDFC Bank,BLOR85130A,1024.47,102.45,194A,Q4,2024-08-07
USR000040,KVMPB3131J,2024-25,RENT,HDFC Bank,HYDR52199A,153735.68,15373.57,194I,Q2,2024-04-30
USR000040,KVMPB3131J,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,DELI22741D,305158.04,30515.8,194,Q1,2024-12-19
USR000592,COBPJ1620H,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,MUMR59635D,191778.24,19177.82,194K,Q1,2024-08-04
USR000592,COBPJ1620H,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,DELI68228B,311515.07,31151.51,194K,Q2,2025-02-08
USR000592,COBPJ1620H,2024-25,EQUITY_DIVIDEND,SmallBiz LLP,HYDR54561B,238168.7,23816.87,194,Q4,2025-01-28
USR000592,COBPJ1620H,2024-25,FD_INTEREST,TechSoft Solutions,CHEN31237B,83521.35,8352.14,194A,Q3,2024-07-03
USR000592,COBPJ1620H,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,MUMR30912B,166370.73,16637.07,194J,Q3,2024-10-11
USR000592,COBPJ1620H,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,HYDR11103E,345039.14,34503.91,194J,Q1,2024-12-31
USR000592,COBPJ1620H,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,DELI45841C,383680.95,38368.1,194K,Q1,2024-04-26
USR000592,COBPJ1620H,2024-25,BUSINESS_INCOME,SBI,DELI28437E,34285.7,0.0,,Q4,2025-02-02
USR000631,VVAPG1501P,2024-25,SB_INTEREST,SBI,MUMR67569D,11961.59,1196.16,194A,Q3,2024-11-20
USR000631,VVAPG1501P,2024-25,MF_DIVIDEND,Self,DELI60741D,40174.73,4017.47,194K,Q3,2024-07-11
USR000631,VVAPG1501P,2024-25,BUSINESS_INCOME,Reliance Industries,HYDR83295C,489147.93,0.0,,Q3,2024-05-16
USR000631,VVAPG1501P,2024-25,FD_INTEREST,Self,BLOR80700D,140828.23,14082.82,194A,Q2,2024-07-03
USR000443,UOLPS8645Q,2024-25,FD_INTEREST,ICICI Bank,BLOR90597B,199853.15,19985.32,194A,Q4,2024-08-08
USR000443,UOLPS8645Q,2024-25,EQUITY_DIVIDEND,Reliance Industries,BLOR67737B,139291.37,13929.14,194,Q3,2024-12-31
USR000533,GTRPM2416O,2024-25,MF_DIVIDEND,SmallBiz LLP,CHEN33323D,374827.99,37482.8,194K,Q4,2024-04-03
USR000533,GTRPM2416O,2024-25,FD_INTEREST,Self,CHEN16128E,63433.67,6343.37,194A,Q1,2024-12-08
USR000533,GTRPM2416O,2024-25,RENT,TechSoft Solutions,CHEN52186E,208806.7,20880.67,194I,Q4,2025-01-07
USR000533,GTRPM2416O,2024-25,PROFESSIONAL_FEE,HDFC Bank,DELI31623B,75478.42,7547.84,194J,Q4,2024-09-28
USR000533,GTRPM2416O,2024-25,SB_INTEREST,SBI,MUMR96754C,5233.93,523.39,194A,Q3,2025-01-13
USR000039,AJOPF1402Q,2024-25,SB_INTEREST,Self,MUMR20978E,6781.43,678.14,194A,Q4,2024-08-08
USR000039,AJOPF1402Q,2024-25,SB_INTEREST,Reliance Industries,CHEN73286C,8968.13,896.81,194A,Q2,2024-08-18
USR000039,AJOPF1402Q,2024-25,SB_INTEREST,Reliance Industries,HYDR26110E,5129.57,512.96,194A,Q4,2024-11-30
USR000039,AJOPF1402Q,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,CHEN78465A,29440.01,2944.0,194J,Q1,2024-04-30
USR000856,VSRPS3065V,2024-25,MF_DIVIDEND,SmallBiz LLP,HYDR25800B,118537.84,11853.78,194K,Q2,2025-03-26
USR000856,VSRPS3065V,2024-25,SALARY,HDFC Bank,CHEN72943D,3249975.58,324997.56,192,Q3,2024-10-21
USR000856,VSRPS3065V,2024-25,FD_INTEREST,HDFC Bank,HYDR70128A,17252.84,0.0,194A,Q4,2025-01-29
USR000856,VSRPS3065V,2024-25,PROFESSIONAL_FEE,HDFC Bank,BLOR94149A,412680.35,41268.04,194J,Q2,2025-02-24
USR000856,VSRPS3065V,2024-25,RENT,Acme Corp Pvt Ltd,BLOR50107A,196972.43,19697.24,194I,Q2,2024-09-17
USR000856,VSRPS3065V,2024-25,PROFESSIONAL_FEE,ICICI Bank,CHEN26449E,46462.56,4646.26,194J,Q2,2024-08-18
USR000002,HQJPL5820G,2024-25,RENT,ICICI Bank,CHEN60832B,403305.64,40330.56,194I,Q2,2024-07-13
USR000002,HQJPL5820G,2024-25,BUSINESS_INCOME,SmallBiz LLP,DELI10558B,17321.33,0.0,,Q1,2025-03-15
USR000002,HQJPL5820G,2024-25,PROFESSIONAL_FEE,SBI,BLOR50064C,52788.62,5278.86,194J,Q2,2024-06-08
USR000002,HQJPL5820G,2024-25,BUSINESS_INCOME,Self,BLOR77055C,61885.17,0.0,,Q3,2025-03-09
USR000002,HQJPL5820G,2024-25,PROFESSIONAL_FEE,Self,MUMR96587D,90998.87,9099.89,194J,Q4,2024-12-14
USR000002,HQJPL5820G,2024-25,BUSINESS_INCOME,SmallBiz LLP,BLOR49073C,87812.24,0.0,,Q1,2024-06-19
USR000002,HQJPL5820G,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,MUMR15004B,14433.76,1443.38,194A,Q2,2024-12-24
USR000624,KMUPQ0983R,2024-25,EQUITY_DIVIDEND,ICICI Bank,BLOR28689B,179416.15,17941.62,194,Q4,2024-05-14
USR000624,KMUPQ0983R,2024-25,MF_DIVIDEND,SmallBiz LLP,DELI43737D,175218.63,17521.86,194K,Q1,2025-03-28
USR000921,SCBPM3347S,2024-25,PROFESSIONAL_FEE,ICICI Bank,CHEN80030A,182750.64,18275.06,194J,Q3,2024-04-22
USR000540,TGWPJ4035M,2024-25,BUSINESS_INCOME,HDFC Bank,DELI86046A,486200.58,0.0,,Q3,2024-06-23
USR000540,TGWPJ4035M,2024-25,BUSINESS_INCOME,ICICI Bank,BLOR22310E,473181.5,0.0,,Q1,2024-07-19
USR000354,SHTPJ3428R,2024-25,EQUITY_DIVIDEND,Self,CHEN34637D,107546.47,10754.65,194,Q3,2025-01-16
USR000354,SHTPJ3428R,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,MUMR87433C,369177.76,36917.78,194K,Q4,2024-05-02
USR000354,SHTPJ3428R,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,CHEN33931C,393083.53,39308.35,194,Q1,2024-06-09
USR000354,SHTPJ3428R,2024-25,MF_DIVIDEND,ICICI Bank,DELI61246E,138972.61,13897.26,194K,Q2,2024-12-06
USR000354,SHTPJ3428R,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,DELI18832D,100548.46,10054.85,194J,Q1,2024-08-11
USR000354,SHTPJ3428R,2024-25,SB_INTEREST,Self,CHEN79174D,12716.17,1271.62,194A,Q4,2024-11-11
USR000354,SHTPJ3428R,2024-25,EQUITY_DIVIDEND,Reliance Industries,DELI41863D,20974.97,2097.5,194,Q2,2025-01-29
USR000354,SHTPJ3428R,2024-25,BUSINESS_INCOME,HDFC Bank,BLOR29438D,437842.01,0.0,,Q2,2024-06-08
USR000851,OSEPZ4981S,2024-25,BUSINESS_INCOME,Reliance Industries,MUMR51762E,424762.3,0.0,,Q4,2025-03-13
USR000851,OSEPZ4981S,2024-25,EQUITY_DIVIDEND,SBI,DELI79855C,183879.8,18387.98,194,Q1,2025-02-27
USR000851,OSEPZ4981S,2024-25,RENT,Reliance Industries,MUMR24358E,483338.81,48333.88,194I,Q4,2025-01-01
USR000851,OSEPZ4981S,2024-25,RENT,HDFC Bank,HYDR73044E,474901.89,47490.19,194I,Q3,2024-04-12
USR000851,OSEPZ4981S,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,CHEN92219C,393663.74,39366.37,194J,Q4,2024-07-10
USR000851,OSEPZ4981S,2024-25,EQUITY_DIVIDEND,Reliance Industries,DELI32851D,33475.06,3347.51,194,Q4,2024-06-28
USR000851,OSEPZ4981S,2024-25,RENT,Self,DELI58232A,404236.93,40423.69,194I,Q1,2025-02-27
USR000851,OSEPZ4981S,2024-25,SALARY,SBI,MUMR36730E,2220806.64,222080.66,192,Q3,2024-09-27
USR000273,NLIPR3734B,2024-25,SALARY,Acme Corp Pvt Ltd,CHEN59264B,303252.66,30325.27,192,Q1,2025-02-07
USR000273,NLIPR3734B,2024-25,FD_INTEREST,Self,BLOR10739B,20013.68,0.0,194A,Q3,2025-01-08
USR000273,NLIPR3734B,2024-25,RENT,Self,MUMR23163E,108614.72,10861.47,194I,Q1,2024-11-08
USR000600,WGTPM2583L,2024-25,MF_DIVIDEND,HDFC Bank,BLOR90360B,220328.65,22032.87,194K,Q1,2024-07-18
USR000600,WGTPM2583L,2024-25,SB_INTEREST,Reliance Industries,MUMR57564B,14750.64,1475.06,194A,Q3,2024-06-05
USR000600,WGTPM2583L,2024-25,SALARY,SmallBiz LLP,CHEN27758E,1459211.21,145921.12,192,Q3,2024-08-31
USR000600,WGTPM2583L,2024-25,PROFESSIONAL_FEE,Reliance Industries,BLOR90180A,121134.1,12113.41,194J,Q2,2024-10-20
USR000683,WIPPM0670T,2024-25,SALARY,SmallBiz LLP,MUMR37656A,2480799.83,248079.98,192,Q2,2024-09-29
USR000683,WIPPM0670T,2024-25,BUSINESS_INCOME,Acme Corp Pvt Ltd,DELI56299D,453635.25,0.0,,Q4,2024-11-07
USR000683,WIPPM0670T,2024-25,SALARY,Reliance Industries,BLOR50635C,1044464.2,104446.42,192,Q1,2024-05-23
USR000722,SJJPS1995I,2024-25,SALARY,SmallBiz LLP,CHEN77021D,1757119.5,175711.95,192,Q3,2025-03-27
USR000722,SJJPS1995I,2024-25,PROFESSIONAL_FEE,HDFC Bank,MUMR32946A,55702.87,5570.29,194J,Q1,2024-11-12
USR000722,SJJPS1995I,2024-25,PROFESSIONAL_FEE,ICICI Bank,DELI44822E,302810.28,30281.03,194J,Q2,2024-07-29
USR000722,SJJPS1995I,2024-25,PROFESSIONAL_FEE,HDFC Bank,BLOR73799D,23607.42,2360.74,194J,Q1,2025-03-19
USR000722,SJJPS1995I,2024-25,RENT,SmallBiz LLP,CHEN33926A,52526.31,5252.63,194I,Q1,2025-02-12
USR000722,SJJPS1995I,2024-25,FD_INTEREST,SBI,BLOR75901C,191391.32,19139.13,194A,Q2,2025-02-08
USR000722,SJJPS1995I,2024-25,SB_INTEREST,TechSoft Solutions,MUMR15206A,4819.75,481.98,194A,Q1,2024-05-27
USR000722,SJJPS1995I,2024-25,EQUITY_DIVIDEND,SBI,BLOR90774E,97412.86,9741.29,194,Q3,2025-01-28
USR000324,IJDPM1697X,2024-25,SB_INTEREST,SmallBiz LLP,BLOR66587D,8507.74,850.77,194A,Q1,2024-11-14
USR000324,IJDPM1697X,2024-25,BUSINESS_INCOME,TechSoft Solutions,CHEN89358D,292882.64,0.0,,Q3,2025-02-14
USR000324,IJDPM1697X,2024-25,EQUITY_DIVIDEND,Reliance Industries,CHEN58328B,330661.59,33066.16,194,Q1,2024-11-14
USR000324,IJDPM1697X,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,HYDR81541A,425015.38,42501.54,194J,Q1,2024-09-25
USR000912,YVOPI5313X,2024-25,MF_DIVIDEND,Reliance Industries,HYDR37799B,437229.81,43722.98,194K,Q4,2024-04-29
USR000912,YVOPI5313X,2024-25,MF_DIVIDEND,Self,MUMR61868D,67263.8,6726.38,194K,Q3,2025-01-15
USR000912,YVOPI5313X,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,DELI58906C,110904.74,11090.47,194,Q3,2024-12-17
USR000912,YVOPI5313X,2024-25,SALARY,HDFC Bank,MUMR14226A,1795993.9,179599.39,192,Q1,2024-04-03
USR000365,WQPPZ3206B,2024-25,BUSINESS_INCOME,HDFC Bank,BLOR33205C,377323.51,0.0,,Q2,2024-12-23
USR000365,WQPPZ3206B,2024-25,EQUITY_DIVIDEND,Self,MUMR33806A,55255.89,5525.59,194,Q2,2024-06-21
USR000365,WQPPZ3206B,2024-25,SB_INTEREST,Self,CHEN82277E,13421.03,1342.1,194A,Q2,2025-02-21
USR000365,WQPPZ3206B,2024-25,FD_INTEREST,SBI,MUMR15598D,54510.02,5451.0,194A,Q4,2024-04-07
USR000365,WQPPZ3206B,2024-25,FD_INTEREST,SBI,HYDR59697A,156138.47,15613.85,194A,Q3,2025-01-24
USR000365,WQPPZ3206B,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,BLOR70670E,7823.59,782.36,194A,Q4,2024-09-17
USR000365,WQPPZ3206B,2024-25,SB_INTEREST,Self,HYDR65523D,6028.32,602.83,194A,Q2,2024-04-26
USR000365,WQPPZ3206B,2024-25,RENT,Self,CHEN81531B,93758.25,9375.83,194I,Q2,2024-05-10
USR000711,IGYPW4655F,2024-25,PROFESSIONAL_FEE,Self,DELI34488A,393869.49,39386.95,194J,Q2,2024-07-30
USR000711,IGYPW4655F,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,CHEN20577E,5405.29,540.53,194A,Q3,2025-03-03
USR000711,IGYPW4655F,2024-25,BUSINESS_INCOME,SmallBiz LLP,BLOR94611E,118486.68,0.0,,Q4,2024-10-20
USR000711,IGYPW4655F,2024-25,BUSINESS_INCOME,TechSoft Solutions,BLOR68701B,480270.38,0.0,,Q4,2024-05-10
USR000711,IGYPW4655F,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,BLOR11407B,477613.38,47761.34,194K,Q4,2025-03-20
USR000711,IGYPW4655F,2024-25,FD_INTEREST,ICICI Bank,DELI26567D,246107.21,24610.72,194A,Q2,2024-07-22
USR000575,LRQPG9029H,2024-25,PROFESSIONAL_FEE,Reliance Industries,BLOR90977C,404265.49,40426.55,194J,Q2,2024-07-17
USR000575,LRQPG9029H,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,BLOR52310B,475242.45,47524.25,194J,Q3,2024-05-21
USR000575,LRQPG9029H,2024-25,RENT,Reliance Industries,CHEN14689B,342932.97,34293.3,194I,Q3,2025-01-22
USR000575,LRQPG9029H,2024-25,FD_INTEREST,SBI,BLOR80629E,240121.09,24012.11,194A,Q2,2025-03-08
USR000733,UNYPB2813L,2024-25,BUSINESS_INCOME,Self,DELI22275B,246038.3,0.0,,Q2,2025-02-07
USR000733,UNYPB2813L,2024-25,FD_INTEREST,SBI,MUMR34294E,26708.6,0.0,194A,Q4,2024-05-18
USR000067,LZUPH3438Z,2024-25,MF_DIVIDEND,SBI,DELI26946B,303379.78,30337.98,194K,Q4,2025-03-01
USR000067,LZUPH3438Z,2024-25,SALARY,Reliance Industries,DELI29770D,3175190.62,317519.06,192,Q3,2024-05-29
USR000067,LZUPH3438Z,2024-25,RENT,Self,MUMR28496E,69150.65,6915.06,194I,Q1,2024-12-14
USR000067,LZUPH3438Z,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,HYDR96465A,1408.0,140.8,194A,Q3,2024-12-25
USR000067,LZUPH3438Z,2024-25,SB_INTEREST,HDFC Bank,HYDR64478C,4932.02,493.2,194A,Q3,2024-06-11
USR000585,DSFPP1950O,2024-25,MF_DIVIDEND,ICICI Bank,CHEN73423B,408689.3,40868.93,194K,Q3,2024-09-06
USR000585,DSFPP1950O,2024-25,EQUITY_DIVIDEND,HDFC Bank,BLOR84457D,301847.55,30184.76,194,Q3,2025-01-19
USR000585,DSFPP1950O,2024-25,EQUITY_DIVIDEND,Self,BLOR63284B,111163.9,11116.39,194,Q1,2024-04-04
USR000928,QJLPM4740F,2024-25,BUSINESS_INCOME,HDFC Bank,BLOR97087A,42321.38,0.0,,Q1,2024-07-09
USR000928,QJLPM4740F,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,BLOR95332E,482392.82,48239.28,194K,Q2,2024-06-04
USR000928,QJLPM4740F,2024-25,MF_DIVIDEND,Reliance Industries,HYDR10076C,307377.73,30737.77,194K,Q4,2025-02-01
USR000928,QJLPM4740F,2024-25,MF_DIVIDEND,HDFC Bank,MUMR68580C,364514.76,36451.48,194K,Q1,2025-03-08
USR000928,QJLPM4740F,2024-25,SALARY,ICICI Bank,CHEN35699E,983136.9,98313.69,192,Q3,2024-06-16
USR000928,QJLPM4740F,2024-25,FD_INTEREST,ICICI Bank,BLOR59055C,204339.5,20433.95,194A,Q4,2025-02-19
USR000928,QJLPM4740F,2024-25,RENT,TechSoft Solutions,CHEN58844D,278401.4,27840.14,194I,Q1,2024-10-13
USR000928,QJLPM4740F,2024-25,MF_DIVIDEND,ICICI Bank,DELI81471C,208124.69,20812.47,194K,Q4,2024-06-06
USR000612,KOIPK9052K,2024-25,MF_DIVIDEND,HDFC Bank,DELI99583D,443788.63,44378.86,194K,Q3,2024-11-12
USR000612,KOIPK9052K,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,HYDR40789A,10921.6,1092.16,194A,Q2,2025-01-02
USR000612,KOIPK9052K,2024-25,RENT,Self,DELI69742D,479627.77,47962.78,194I,Q3,2025-03-19
USR000612,KOIPK9052K,2024-25,MF_DIVIDEND,SmallBiz LLP,MUMR74133B,300158.1,30015.81,194K,Q2,2024-10-26
USR000495,XPPPO4392U,2024-25,SALARY,Self,DELI98368A,1215289.81,121528.98,192,Q4,2024-12-30
USR000495,XPPPO4392U,2024-25,PROFESSIONAL_FEE,ICICI Bank,CHEN63652C,293736.04,29373.6,194J,Q2,2024-07-23
USR000495,XPPPO4392U,2024-25,BUSINESS_INCOME,TechSoft Solutions,CHEN36006A,294093.75,0.0,,Q3,2025-02-17
USR000495,XPPPO4392U,2024-25,SB_INTEREST,Self,MUMR75138E,5741.21,574.12,194A,Q4,2024-11-27
USR000495,XPPPO4392U,2024-25,RENT,TechSoft Solutions,HYDR17720A,103887.07,10388.71,194I,Q3,2024-07-06
USR000495,XPPPO4392U,2024-25,EQUITY_DIVIDEND,SmallBiz LLP,HYDR96491B,14771.36,1477.14,194,Q3,2025-02-06
USR000495,XPPPO4392U,2024-25,RENT,ICICI Bank,CHEN10990B,472859.57,47285.96,194I,Q3,2025-02-17
USR000837,LAMPC1163F,2024-25,MF_DIVIDEND,Self,BLOR66370D,11415.39,1141.54,194K,Q1,2024-06-06
USR000837,LAMPC1163F,2024-25,BUSINESS_INCOME,Self,MUMR52124D,274188.98,0.0,,Q4,2024-07-14
USR000837,LAMPC1163F,2024-25,SB_INTEREST,SmallBiz LLP,HYDR50137C,4626.25,462.62,194A,Q4,2024-09-27
USR000837,LAMPC1163F,2024-25,PROFESSIONAL_FEE,ICICI Bank,DELI68340E,199555.36,19955.54,194J,Q1,2024-09-03
USR000837,LAMPC1163F,2024-25,SB_INTEREST,Self,CHEN30359C,5338.16,533.82,194A,Q2,2024-07-18
USR000249,VSUPM4267V,2024-25,MF_DIVIDEND,HDFC Bank,BLOR69855B,188822.11,18882.21,194K,Q4,2025-01-18
USR000249,VSUPM4267V,2024-25,BUSINESS_INCOME,TechSoft Solutions,CHEN85640B,194180.68,0.0,,Q4,2024-06-10
USR000249,VSUPM4267V,2024-25,SB_INTEREST,HDFC Bank,HYDR52811A,12971.63,1297.16,194A,Q1,2025-02-02
USR000031,FLOPY9121A,2024-25,SB_INTEREST,SBI,DELI28809D,7790.77,779.08,194A,Q2,2024-05-05
USR000031,FLOPY9121A,2024-25,EQUITY_DIVIDEND,HDFC Bank,HYDR19506B,422475.97,42247.6,194,Q1,2024-12-03
USR000031,FLOPY9121A,2024-25,BUSINESS_INCOME,Acme Corp Pvt Ltd,HYDR36997E,370692.11,0.0,,Q2,2025-01-14
USR000031,FLOPY9121A,2024-25,SB_INTEREST,HDFC Bank,DELI73259C,13023.29,1302.33,194A,Q1,2024-12-02
USR000031,FLOPY9121A,2024-25,SALARY,Acme Corp Pvt Ltd,BLOR32719C,2091087.47,209108.75,192,Q1,2024-09-10
USR000791,PAAPR8509N,2024-25,BUSINESS_INCOME,Self,BLOR97827B,421804.78,0.0,,Q2,2024-06-04
USR000791,PAAPR8509N,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,BLOR35583A,126559.33,12655.93,194J,Q3,2024-04-25
USR000791,PAAPR8509N,2024-25,SB_INTEREST,ICICI Bank,DELI98087E,2816.1,281.61,194A,Q4,2025-01-20
USR000791,PAAPR8509N,2024-25,BUSINESS_INCOME,Acme Corp Pvt Ltd,BLOR89041E,166325.71,0.0,,Q1,2024-04-07
USR000009,GCUPN2532H,2024-25,MF_DIVIDEND,Reliance Industries,CHEN23101C,466194.01,46619.4,194K,Q2,2024-10-03
USR000009,GCUPN2532H,2024-25,RENT,SBI,HYDR98965C,131854.51,13185.45,194I,Q4,2024-07-28
USR000009,GCUPN2532H,2024-25,BUSINESS_INCOME,TechSoft Solutions,HYDR41566B,226213.42,0.0,,Q4,2024-10-29
USR000009,GCUPN2532H,2024-25,MF_DIVIDEND,ICICI Bank,DELI51025E,24153.45,2415.35,194K,Q4,2024-08-25
USR000009,GCUPN2532H,2024-25,SALARY,ICICI Bank,CHEN71167E,2720501.56,272050.16,192,Q2,2024-06-24
USR000150,BCWPT6162Y,2024-25,SB_INTEREST,ICICI Bank,MUMR24721B,14059.69,1405.97,194A,Q1,2024-04-22
USR000150,BCWPT6162Y,2024-25,PROFESSIONAL_FEE,Self,BLOR17873B,332562.92,33256.29,194J,Q2,2024-11-26
USR000150,BCWPT6162Y,2024-25,BUSINESS_INCOME,Self,MUMR29987C,319787.38,0.0,,Q3,2024-06-27
USR000779,HPUPW5225S,2024-25,MF_DIVIDEND,HDFC Bank,HYDR91366D,57636.43,5763.64,194K,Q3,2024-04-09
USR000779,HPUPW5225S,2024-25,SB_INTEREST,SmallBiz LLP,CHEN77840C,7371.56,737.16,194A,Q4,2024-04-25
USR000717,JHOPN7560C,2024-25,FD_INTEREST,Acme Corp Pvt Ltd,HYDR84280B,15886.29,0.0,194A,Q1,2024-07-16
USR000065,NQPPT6431S,2024-25,FD_INTEREST,TechSoft Solutions,MUMR21116D,24219.61,0.0,194A,Q2,2024-07-01
USR000065,NQPPT6431S,2024-25,BUSINESS_INCOME,TechSoft Solutions,HYDR70322D,183008.35,0.0,,Q1,2024-09-29
USR000065,NQPPT6431S,2024-25,EQUITY_DIVIDEND,SBI,MUMR87955B,166878.31,16687.83,194,Q3,2024-09-15
USR000065,NQPPT6431S,2024-25,RENT,ICICI Bank,CHEN84839B,76796.69,7679.67,194I,Q3,2024-12-20
USR000065,NQPPT6431S,2024-25,FD_INTEREST,Acme Corp Pvt Ltd,HYDR31995B,20095.49,0.0,194A,Q3,2024-09-07
USR000065,NQPPT6431S,2024-25,RENT,ICICI Bank,DELI64685E,436037.93,43603.79,194I,Q1,2025-01-07
USR000065,NQPPT6431S,2024-25,SALARY,TechSoft Solutions,MUMR34220D,1512601.5,151260.15,192,Q1,2024-05-03
USR000126,DBVPG6124E,2024-25,PROFESSIONAL_FEE,HDFC Bank,BLOR32781E,164697.26,16469.73,194J,Q1,2024-06-08
USR000126,DBVPG6124E,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,CHEN18951A,36597.13,3659.71,194J,Q2,2024-05-30
USR000126,DBVPG6124E,2024-25,PROFESSIONAL_FEE,Reliance Industries,BLOR97488E,468068.91,46806.89,194J,Q3,2024-07-03
USR000126,DBVPG6124E,2024-25,BUSINESS_INCOME,SmallBiz LLP,MUMR81004A,436211.29,0.0,,Q2,2024-08-17
USR000748,ASYPV1766F,2024-25,MF_DIVIDEND,SBI,MUMR28976E,141176.56,14117.66,194K,Q3,2025-02-02
USR000748,ASYPV1766F,2024-25,RENT,ICICI Bank,DELI12055D,158479.3,15847.93,194I,Q2,2024-12-12
USR000748,ASYPV1766F,2024-25,RENT,SBI,MUMR12723C,388689.2,38868.92,194I,Q1,2024-04-10
USR000748,ASYPV1766F,2024-25,MF_DIVIDEND,Self,CHEN17435D,5384.26,538.43,194K,Q4,2024-12-14
USR000748,ASYPV1766F,2024-25,BUSINESS_INCOME,HDFC Bank,BLOR74524C,443343.87,0.0,,Q2,2024-10-09
USR000635,RWUPF7534M,2024-25,SB_INTEREST,HDFC Bank,CHEN37198E,14585.47,1458.55,194A,Q2,2024-11-23
USR000635,RWUPF7534M,2024-25,EQUITY_DIVIDEND,Reliance Industries,HYDR97176D,43879.87,4387.99,194,Q2,2024-06-08
USR000635,RWUPF7534M,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,HYDR74030D,195655.03,19565.5,194J,Q2,2025-01-04
USR000635,RWUPF7534M,2024-25,BUSINESS_INCOME,Reliance Industries,MUMR28831B,308314.42,0.0,,Q4,2025-01-25
USR000635,RWUPF7534M,2024-25,PROFESSIONAL_FEE,HDFC Bank,MUMR35591E,33921.83,3392.18,194J,Q1,2024-07-18
USR000159,CSLPN7249J,2024-25,SALARY,Acme Corp Pvt Ltd,HYDR19789C,1552410.48,155241.05,192,Q1,2024-12-03
USR000159,CSLPN7249J,2024-25,BUSINESS_INCOME,TechSoft Solutions,HYDR69661E,332597.47,0.0,,Q4,2024-04-17
USR000159,CSLPN7249J,2024-25,PROFESSIONAL_FEE,ICICI Bank,HYDR67131D,173904.28,17390.43,194J,Q4,2024-08-12
USR000159,CSLPN7249J,2024-25,SALARY,ICICI Bank,BLOR13765A,1646719.24,164671.92,192,Q3,2024-08-31
USR000159,CSLPN7249J,2024-25,PROFESSIONAL_FEE,Self,MUMR92204C,92078.72,9207.87,194J,Q2,2024-10-14
USR000159,CSLPN7249J,2024-25,SB_INTEREST,Reliance Industries,MUMR60168C,2762.93,276.29,194A,Q3,2024-07-11
USR000159,CSLPN7249J,2024-25,BUSINESS_INCOME,HDFC Bank,MUMR41100D,358554.64,0.0,,Q4,2024-12-14
USR000637,EHSPF8566O,2024-25,RENT,Acme Corp Pvt Ltd,HYDR90887D,115718.51,11571.85,194I,Q2,2024-08-25
